0   0
1e-12   1.38752e-12
3e-12   1.11662e-10
7e-12   3.28342e-09
1.02745e-11   1.51656e-08
1.3549e-11   4.56726e-08 
1.59294e-11   8.7027e-08 
1.76611e-11   1.31264e-07
1.9125e-11   1.80237e-07 
2.04882e-11   2.3707e-07 
2.17752e-11   3.02125e-07
2.29812e-11   3.7442e-07 
2.41149e-11   4.53498e-07
2.51905e-11   5.39489e-07
2.62185e-11   6.32541e-07
2.72048e-11   7.32637e-07
2.81539e-11   8.39708e-07
2.90697e-11   9.53722e-07
2.99558e-11   1.07468e-06
3.08149e-11   1.20257e-06
3.16494e-11   1.33738e-06
3.24614e-11   1.47911e-06
3.32527e-11   1.62774e-06
3.40249e-11   1.78328e-06
3.47793e-11   1.9457e-06 
3.5517e-11   2.11502e-06 
3.62393e-11   2.29122e-06
3.69471e-11   2.4743e-06 
3.76412e-11   2.66426e-06
3.83224e-11   2.86109e-06
3.89914e-11   3.0648e-06 
3.9649e-11   3.27537e-06 
4.02956e-11   3.49282e-06
4.09318e-11   3.71713e-06
4.15582e-11   3.94832e-06
4.21751e-11   4.18637e-06
4.27831e-11   4.43129e-06
4.33824e-11   4.68307e-06
4.39736e-11   4.94173e-06
4.45568e-11   5.20726e-06
4.51325e-11   5.47965e-06
4.57009e-11   5.75892e-06
4.62623e-11   6.04506e-06
4.6817e-11   6.33808e-06 
4.73652e-11   6.63797e-06
4.79071e-11   6.94475e-06
4.8443e-11   7.2584e-06  
4.89731e-11   7.57894e-06
4.94975e-11   7.90636e-06
5.00165e-11   8.24068e-06
5.05302e-11   8.58188e-06
5.10388e-11   8.92998e-06
5.15425e-11   9.28498e-06
5.20413e-11   9.64689e-06
5.25354e-11   1.00157e-05
5.30251e-11   1.03914e-05
5.35103e-11   1.0774e-05 
5.39913e-11   1.11636e-05
5.4468e-11   1.15601e-05 
5.49408e-11   1.19635e-05
5.54096e-11   1.23738e-05
5.58745e-11   1.2791e-05 
5.63357e-11   1.32152e-05
5.67933e-11   1.36464e-05
5.72473e-11   1.40845e-05
5.76978e-11   1.45295e-05
5.8145e-11   1.49815e-05 
5.85888e-11   1.54405e-05
5.90294e-11   1.59065e-05
5.94669e-11   1.63794e-05
5.99012e-11   1.68593e-05
6.03326e-11   1.73462e-05
6.0761e-11   1.784e-05   
6.11865e-11   1.83409e-05
6.16092e-11   1.88488e-05
6.20292e-11   1.93637e-05
6.24464e-11   1.98856e-05
6.2861e-11   2.04145e-05 
6.3273e-11   2.09505e-05 
