24
5
3
4
3
4
5
4
4
5
4
3
4
3
3
4
4
3
4
5
5
4
3
4
4
3
92
1	 1	 4.166667e-02
1	 2	 -1.676226e-02
1	 4	 -2.487696e-03
2	 1	 9.558848e-05
2	 2	 4.166667e-02
2	 3	 -2.032440e-02
2	 5	 -4.771191e-03
3	 2	 3.657731e-03
3	 3	 4.166667e-02
3	 6	 -1.417897e-02
4	 1	 -1.417897e-02
4	 4	 3.333333e-02
4	 5	 -1.990526e-02
4	 7	 5.384084e-03
5	 2	 -1.189548e-02
5	 4	 3.238594e-03
5	 5	 3.333333e-02
5	 6	 -2.339829e-02
5	 8	 -1.278164e-03
6	 3	 -2.487695e-03
6	 5	 6.731620e-03
6	 6	 3.333333e-02
6	 9	 -2.205075e-02
7	 4	 -2.205075e-02
7	 7	 3.333333e-02
7	 8	 -1.559471e-02
7	 10	 9.056030e-03
8	 5	 -1.538850e-02
8	 7	 -1.071958e-03
8	 8	 3.333333e-02
8	 9	 -1.448062e-02
8	 11	 -2.392252e-03
9	 6	 5.384084e-03
9	 8	 -2.186045e-03
9	 9	 3.333333e-02
9	 12	 -2.572270e-02
10	 7	 -2.572270e-02
10	 10	 4.166667e-02
10	 11	 1.892889e-02
11	 8	 -1.427442e-02
11	 10	 -3.559556e-02
11	 11	 4.166667e-02
11	 12	 2.486997e-02
12	 9	 9.056029e-03
12	 11	 -4.153664e-02
12	 12	 4.166667e-02
13	 13	 4.166667e-02
13	 14	 -1.461677e-02
13	 17	 5.333840e-04
14	 13	 -2.049901e-03
14	 14	 3.333333e-02
14	 15	 -2.205075e-02
14	 18	 2.363004e-03
15	 14	 5.384083e-03
15	 15	 3.333333e-02
15	 16	 -2.167193e-02
15	 19	 -8.412360e-03
16	 15	 5.005268e-03
16	 16	 4.166667e-02
16	 20	 -2.781736e-02
17	 13	 -1.720005e-02
17	 17	 4.166667e-02
17	 18	 -1.562291e-02
17	 21	 7.822962e-03
18	 14	 -1.902967e-02
18	 17	 -1.043756e-03
18	 18	 3.333333e-02
18	 19	 -1.987706e-02
18	 22	 6.617152e-03
19	 15	 -8.254307e-03
19	 18	 3.210392e-03
19	 19	 3.333333e-02
19	 20	 -1.800185e-02
19	 23	 -1.028757e-02
20	 16	 1.115070e-02
20	 19	 1.335184e-03
20	 20	 4.166667e-02
20	 24	 -3.748588e-02
21	 17	 -2.448963e-02
21	 21	 4.166667e-02
21	 22	 -2.049901e-03
22	 18	 -2.328382e-02
22	 21	 -1.461677e-02
22	 22	 3.333333e-02
22	 23	 5.384084e-03
23	 19	 -6.379099e-03
23	 22	 -2.205075e-02
23	 23	 3.333333e-02
23	 24	 5.005268e-03
24	 20	 2.081921e-02
24	 23	 -2.167193e-02
24	 24	 4.166667e-02
