0.00000000000000000000000000000000e+00  0.00000000000000000000000000000000e+00
1.00000000000000002081668171172169e-02  4.72019123139948018823776057085708e-13
2.00000000000000004163336342344337e-02  1.16684029888503472561227379223520e-12
2.99999999999999988897769753748435e-02  2.18963035673207083890784001377752e-12
4.00000000000000008326672684688674e-02  3.69519688081039739142643759533491e-12
5.00000000000000027755575615628914e-02  5.91141959534341828557402820151027e-12
5.99999999999999977795539507496869e-02  9.17374181211527567354573028775224e-12
7.00000000000000066613381477509392e-02  1.39759425006953472382010968780296e-11
8.00000000000000016653345369377348e-02  2.10448737466621484281438559396188e-11
8.99999999999999966693309261245304e-02  3.14504757191766883254941922561261e-11
1.00000000000000005551115123125783e-01  4.67677208067623564276368534123861e-11
1.10000000000000000555111512312578e-01  6.93149984813605618250440518730653e-11
1.19999999999999995559107901499374e-01  1.02505022375385844141011346870206e-10
1.30000000000000004440892098500626e-01  1.51361372206340460719718185360284e-10
1.40000000000000013322676295501878e-01  2.23278853360693405481462151294198e-10
1.49999999999999994448884876874217e-01  3.29142760726522661945186744495806e-10
1.60000000000000003330669073875470e-01  4.84976456425863687203660984598782e-10
1.70000000000000012212453270876722e-01  7.14366635671771353970422286332317e-10
1.79999999999999993338661852249061e-01  1.05203336433300180969717987607484e-09
1.90000000000000002220446049250313e-01  1.54908524216235369033857631378961e-09
2.00000000000000011102230246251565e-01  2.28075510283331650263866115907994e-09
2.09999999999999992228438827623904e-01  3.35778711074161290560198322779559e-09
2.20000000000000001110223024625157e-01  4.94319878182334181111516559128244e-09
2.30000000000000009992007221626409e-01  7.27695499130776952933827403553757e-09
2.39999999999999991118215802998748e-01  1.07122885688655384054658616902085e-08
2.50000000000000000000000000000000e-01  1.57691648743264728036113690116254e-08
2.60000000000000008881784197001252e-01  2.32129825999144052213726320023357e-08
2.70000000000000017763568394002505e-01  3.41704226922603505925245129595802e-08
2.80000000000000026645352591003757e-01  5.02999798258922261564127936545737e-08
2.89999999999999980015985556747182e-01  7.40429872238465773637573741870754e-08
2.99999999999999988897769753748435e-01  1.08993128326690300828062641334826e-07
3.09999999999999997779553950749687e-01  1.60440361422778508024533346623675e-07
3.20000000000000006661338147750939e-01  2.36171579277283448555207882348095e-07
3.30000000000000015543122344752192e-01  3.47649178454774479722698236894285e-07
3.40000000000000024424906541753444e-01  5.11745899145336096382132191895398e-07
3.50000000000000033306690738754696e-01  7.53298462923776761050156849236492e-07
3.59999999999999986677323704498122e-01  1.10886640379998860903888735496281e-06
3.69999999999999995559107901499374e-01  1.63226476549618767161189090975082e-06
3.80000000000000004440892098500626e-01  2.40270752747327264695368850833113e-06
3.90000000000000013322676295501878e-01  3.53679312837317541846752534662190e-06
4.00000000000000022204460492503131e-01  5.20614358241014343870291594673638e-06
4.10000000000000031086244689504383e-01  7.66336135594113732657627763300567e-06
4.19999999999999984456877655247808e-01  1.12802205347619156260369557842616e-05
4.29999999999999993338661852249061e-01  1.66038464966657046430458660735141e-05
4.40000000000000002220446049250313e-01  2.44393290062387611414913141105743e-05
4.50000000000000011102230246251565e-01  3.59711503729243903368546775300985e-05
4.60000000000000019984014443252818e-01  5.29415367971730979092248592365877e-05
4.70000000000000028865798640254070e-01  7.79121476814330501340505330531983e-05
4.79999999999999982236431605997495e-01  1.14647455662785202048711830080663e-04
4.89999999999999991118215802998748e-01  1.68675138275314613189176382590517e-04
5.00000000000000000000000000000000e-01  2.48102479573906781369629914735242e-04
5.10000000000000008881784197001252e-01  3.64799874877270199728662714022676e-04
5.20000000000000017763568394002505e-01  5.36103973955230606561472850302152e-04
5.30000000000000026645352591003757e-01  7.87241975616593853311286910212630e-04
5.40000000000000035527136788005009e-01  1.15472629550960681835136689699084e-03
5.50000000000000044408920985006262e-01  1.69099123078007645103182365886596e-03
5.60000000000000053290705182007514e-01  2.47048721631663425329916705663891e-03
5.70000000000000062172489379008766e-01  3.59721378744596578455605673241280e-03
5.79999999999999960031971113494365e-01  5.21310479641872576150873896949633e-03
5.89999999999999968913755310495617e-01  7.50561566629143975953875056461584e-03
5.99999999999999977795539507496869e-01  1.07113145929498224800946459822626e-02
6.09999999999999986677323704498122e-01  1.51108136551822425097668656235328e-02
6.19999999999999995559107901499374e-01  2.10104596571776582047963444210836e-02
6.30000000000000004440892098500626e-01  2.87097103921473868759495218228039e-02
6.40000000000000013322676295501878e-01  3.84601848973156468236567206986365e-02
6.50000000000000022204460492503131e-01  5.04291043752947143463671864083153e-02
6.60000000000000031086244689504383e-01  6.46801621038545770936423195962561e-02
6.70000000000000039968028886505635e-01  8.11770554429177004784889959410066e-02
6.80000000000000048849813083506888e-01  9.98046941435060952496627351138159e-02
6.90000000000000057731597280508140e-01  1.20397720760916426829822967192740e-01
7.00000000000000066613381477509392e-01  1.42767181129214743018351896353124e-01
7.09999999999999964472863211994991e-01  1.66720606003778665238357348243881e-01
7.19999999999999973354647408996243e-01  1.92074736003967183606278013030533e-01
7.29999999999999982236431605997495e-01  2.18662226221599170772336151458148e-01
7.39999999999999991118215802998748e-01  2.46334215053200217271367478133470e-01
7.50000000000000000000000000000000e-01  2.74960400165238205705264817879652e-01
7.60000000000000008881784197001252e-01  3.04427795253402577735357681376627e-01
7.70000000000000017763568394002505e-01  3.34638910599855343708242116917972e-01
7.80000000000000026645352591003757e-01  3.65509785874262860261296737007797e-01
7.90000000000000035527136788005009e-01  3.96968099865332546549723247153452e-01
8.00000000000000044408920985006262e-01  4.28951459996896711235336852041655e-01
8.10000000000000053290705182007514e-01  4.61405906316262548472195703652687e-01
8.20000000000000062172489379008766e-01  4.94284629137938968934662398169166e-01
