 0.0000000E+000,  1.0000000E+000,  1.0000000E+000,  1.0000000E+000,  1.0000000E+000,  1.0000000E+000,  1.0000000E+000,  1.0000000E+000,  1.0000000E+000,  1.0000000E+000,  1.0000000E+000,  0.0000000E+000,  0.0000000E+000,  0.0000000E+000,  0.0000000E+000,  0.0000000E+000,  0.0000000E+000,  0.0000000E+000,  0.0000000E+000,  0.0000000E+000,  0.0000000E+000,
 1.0000000E+000,  9.9987325E-001,  9.9983240E-001,  9.9990651E-001,  9.9989789E-001,  9.9992499E-001,  9.9984721E-001,  9.9994427E-001,  9.9994427E-001,  9.9983240E-001,  9.9996271E-001, -4.5274345E-003,  5.7027978E-003, -5.8559869E-003,  1.9343975E-003, -7.8065548E-004, -8.8399481E-003,  2.7661075E-004,  2.7661075E-004, -5.7027978E-003, -5.5178336E-005,
 2.0000000E+000,  9.9845402E-001,  9.9795569E-001,  9.9886038E-001,  9.9875437E-001,  9.9908526E-001,  9.9813713E-001,  9.9932017E-001,  9.9932017E-001,  9.9795569E-001,  9.9954507E-001, -1.5813503E-002,  1.9904266E-002, -2.0434428E-002,  6.7629179E-003, -2.7306099E-003, -3.0850279E-002,  9.6836870E-004,  9.6836870E-004, -1.9904266E-002, -1.9329815E-004,
 3.0000000E+000,  9.8850008E-001,  9.8478703E-001,  9.9155875E-001,  9.9071948E-001,  9.9319953E-001,  9.8617577E-001,  9.9493740E-001,  9.9493740E-001,  9.8478703E-001,  9.9660735E-001, -4.3172077E-002,  5.4060764E-002, -5.5412197E-002,  1.8587476E-002, -7.5305988E-003, -8.3722618E-002,  2.6867021E-003,  2.6867021E-003, -5.4060764E-002, -5.3878640E-004,
 4.0000000E+000,  9.3725124E-001,  9.1675084E-001,  9.5500497E-001,  9.4891136E-001,  9.6302090E-001,  9.2550860E-001,  9.7220689E-001,  9.7220689E-001,  9.1675084E-001,  9.8122817E-001, -1.0163823E-001,  1.2385676E-001, -1.2572195E-001,  4.5352196E-002, -1.8696437E-002, -1.9087532E-001,  6.8817499E-003,  6.8817499E-003, -1.2385676E-001, -1.4128781E-003,
 5.0000000E+000,  7.8303105E-001,  7.0605164E-001,  8.5835725E-001,  8.1694487E-001,  8.7447745E-001,  7.5307557E-001,  9.0174220E-001,  9.0174220E-001,  7.0605164E-001,  9.3150588E-001, -2.0138474E-001,  2.2491240E-001, -2.1632996E-001,  1.0157337E-001, -4.3924470E-002, -3.3720391E-001,  1.7841674E-002,  1.7841674E-002, -2.2491240E-001, -3.9246734E-003,
 6.0000000E+000,  5.8749345E-001,  3.8695099E-001,  7.9137664E-001,  6.1813726E-001,  7.7851770E-001,  5.6656449E-001,  8.0515035E-001,  8.0515035E-001,  3.8695099E-001,  8.5270233E-001, -3.5930230E-001,  3.6388926E-001, -2.8607711E-001,  2.2243683E-001, -9.9339161E-002, -4.8750546E-001,  4.6877710E-002,  4.6877710E-002, -3.6388926E-001, -1.1322374E-002,
 7.0000000E+000,  4.6344872E-001,  1.0229219E-001,  8.0829933E-001,  4.4029196E-001,  7.3698231E-001,  4.8475397E-001,  7.2838129E-001,  7.2838129E-001,  1.0229219E-001,  7.7315948E-001, -5.4237647E-001,  5.3764430E-001, -3.3117305E-001,  3.8892284E-001, -1.7303342E-001, -6.2736563E-001,  9.1142312E-002,  9.1142312E-002, -5.3764430E-001, -2.3508048E-002,
 8.0000000E+000,  3.3229323E-001, -1.6617592E-001,  8.1682480E-001,  2.3869311E-001,  6.7784736E-001,  3.9602058E-001,  6.1395585E-001,  6.1395585E-001, -1.6617592E-001,  6.4317238E-001, -6.9546982E-001,  6.5939491E-001, -3.7314835E-001,  5.4310201E-001, -2.4847898E-001, -7.4067666E-001,  1.4188296E-001,  1.4188296E-001, -6.5939491E-001, -3.8766269E-002,
 9.0000000E+000,  1.7891649E-001, -3.8710265E-001,  7.7759846E-001,  2.4504973E-002,  5.8619655E-001,  2.4753853E-001,  4.1731032E-001,  4.1731032E-001, -3.8710265E-001,  3.7160176E-001, -7.8821686E-001,  6.7346847E-001, -4.3138150E-001,  6.5352921E-001, -3.2160908E-001, -8.0977014E-001,  1.9927048E-001,  1.9927048E-001, -6.7346847E-001, -5.8633647E-002,
